Date,Open,High,Low,Close,Adj Close,Volume
2019-04-17,358.250000,360.000000,356.750000,358.250000,358.250000,148184
2019-04-18,358.000000,359.250000,357.000000,358.500000,358.500000,102302
2019-04-21,null,null,null,null,null,null
2019-04-22,359.000000,359.000000,354.250000,354.750000,354.750000,144705
2019-04-23,354.750000,355.000000,350.250000,351.250000,351.250000,194770
2019-04-24,351.000000,352.500000,345.500000,346.750000,346.750000,241386
2019-04-25,346.000000,351.000000,342.250000,347.500000,347.500000,236880
2019-04-26,347.250000,353.500000,347.000000,351.250000,351.250000,166752
2019-04-28,null,null,null,null,null,null
2019-04-29,353.250000,356.000000,351.250000,352.000000,352.000000,250771
2019-04-30,352.250000,354.000000,349.250000,353.250000,353.250000,14379
2019-05-01,353.500000,360.500000,353.500000,360.000000,360.000000,8291
2019-05-02,361.000000,362.250000,358.500000,362.000000,362.000000,4314
2019-05-03,362.250000,363.250000,360.250000,363.000000,363.000000,1645
2019-05-05,null,null,null,null,null,null
2019-05-06,352.500000,356.000000,349.000000,355.750000,355.750000,1710
2019-05-07,357.000000,359.250000,355.000000,358.000000,358.000000,1156
2019-05-08,356.500000,356.500000,353.250000,355.250000,355.250000,860
2019-05-09,350.000000,350.000000,344.000000,344.500000,344.500000,657
2019-05-10,346.500000,346.500000,338.250000,342.500000,342.500000,308
2019-05-12,null,null,null,null,null,null
2019-05-13,335.500000,348.250000,335.500000,347.500000,347.500000,286
2019-05-14,354.250000,360.750000,353.500000,360.500000,360.500000,429399
2019-05-15,369.000000,380.000000,368.000000,369.500000,369.500000,336989
2019-05-16,368.750000,380.750000,368.750000,379.000000,379.000000,248510
2019-05-17,380.000000,384.750000,380.000000,383.250000,383.250000,319503
2019-05-19,null,null,null,null,null,null
2019-05-20,386.000000,391.500000,385.750000,389.000000,389.000000,358734
2019-05-21,393.250000,399.000000,391.250000,394.250000,394.250000,451260
2019-05-22,393.250000,396.500000,386.250000,394.500000,394.500000,291262
2019-05-23,394.000000,399.000000,387.000000,389.750000,389.750000,340117
2019-05-24,390.500000,404.750000,389.750000,404.250000,404.250000,299952
2019-05-26,null,null,null,null,null,null
2019-05-28,408.000000,421.000000,407.500000,420.250000,420.250000,417683
2019-05-29,429.250000,438.000000,412.250000,418.750000,418.750000,484436
2019-05-30,416.500000,436.750000,413.250000,436.250000,436.250000,324914
2019-05-31,435.000000,437.500000,423.250000,427.000000,427.000000,302171
2019-06-02,null,null,null,null,null,null
2019-06-03,426.250000,430.750000,418.250000,424.250000,424.250000,288442
2019-06-04,435.000000,436.000000,421.250000,425.250000,425.250000,306703
2019-06-05,424.250000,424.750000,412.250000,414.750000,414.750000,231859
2019-06-06,414.500000,421.500000,407.000000,420.500000,420.500000,279006
2019-06-07,421.000000,423.500000,415.000000,415.750000,415.750000,227751
2019-06-09,null,null,null,null,null,null
2019-06-10,413.000000,416.500000,409.000000,415.750000,415.750000,279949
2019-06-11,415.000000,430.250000,408.250000,427.750000,427.750000,360317
2019-06-12,427.750000,434.500000,424.000000,430.000000,430.000000,331360
2019-06-13,429.750000,442.750000,429.500000,442.000000,442.000000,402152
2019-06-14,442.000000,457.250000,441.750000,453.000000,453.000000,312814
2019-06-16,null,null,null,null,null,null
2019-06-17,458.250000,464.250000,450.500000,454.750000,454.750000,279480
2019-06-18,455.500000,458.000000,442.750000,449.750000,449.750000,221471
2019-06-19,449.750000,451.750000,438.250000,441.000000,441.000000,193331
2019-06-20,441.500000,450.750000,436.500000,450.000000,450.000000,198628
2019-06-21,452.000000,454.000000,441.750000,442.250000,442.250000,251093
2019-06-23,null,null,null,null,null,null
2019-06-24,442.250000,447.750000,440.250000,446.750000,446.750000,172094
2019-06-25,451.000000,453.000000,446.500000,447.500000,447.500000,158426
2019-06-26,447.000000,447.250000,440.750000,443.250000,443.250000,158878
2019-06-27,443.000000,445.500000,438.500000,440.000000,440.000000,141131
2019-06-28,439.000000,455.000000,411.000000,420.250000,420.250000,34514
2019-06-30,null,null,null,null,null,null
2019-07-01,424.250000,424.750000,410.250000,412.000000,412.000000,13482
2019-07-02,412.500000,415.500000,408.250000,413.500000,413.500000,6526
2019-07-03,null,null,null,null,null,null
2019-07-05,433.000000,435.500000,427.000000,434.000000,434.000000,2127
2019-07-07,null,null,null,null,null,null
2019-07-08,440.750000,442.750000,432.000000,438.500000,438.500000,2083
2019-07-09,437.250000,437.750000,429.250000,431.750000,431.750000,445
2019-07-10,430.000000,434.750000,428.000000,434.250000,434.250000,494
2019-07-11,433.250000,448.000000,433.250000,447.750000,447.750000,597
2019-07-12,447.750000,457.000000,447.750000,449.500000,449.500000,169365
2019-07-14,null,null,null,null,null,null
2019-07-15,459.250000,460.000000,439.750000,441.000000,441.000000,164465
2019-07-16,437.750000,440.750000,429.000000,435.250000,435.250000,144486
2019-07-17,435.250000,441.500000,431.500000,436.000000,436.000000,125868
2019-07-18,435.000000,436.000000,423.250000,424.500000,424.500000,156004
2019-07-19,425.500000,434.000000,423.750000,430.750000,430.750000,114521
2019-07-21,null,null,null,null,null,null
2019-07-22,430.750000,432.250000,421.000000,422.250000,422.250000,110947
2019-07-23,423.750000,426.500000,418.250000,425.500000,425.500000,131110
2019-07-24,425.000000,430.500000,421.500000,424.000000,424.000000,93160
2019-07-25,424.000000,425.750000,418.000000,418.500000,418.500000,172277
2019-07-26,418.250000,419.500000,413.000000,414.500000,414.500000,120749
2019-07-28,null,null,null,null,null,null
2019-07-29,413.250000,419.500000,412.000000,417.000000,417.000000,90112
2019-07-30,417.000000,417.000000,410.250000,411.250000,411.250000,81026
2019-07-31,410.750000,413.750000,400.000000,400.250000,400.250000,151787
2019-08-01,401.750000,403.000000,387.250000,392.750000,392.750000,145330
2019-08-02,394.750000,400.000000,393.500000,399.500000,399.500000,90361
2019-08-04,null,null,null,null,null,null
2019-08-05,400.000000,406.750000,391.000000,405.250000,405.250000,109686
2019-08-06,405.750000,408.000000,400.750000,404.000000,404.000000,113069
2019-08-07,404.750000,407.500000,400.500000,406.500000,406.500000,167530
2019-08-08,407.250000,412.000000,405.500000,411.000000,411.000000,184792
2019-08-09,410.750000,417.000000,407.250000,410.250000,410.250000,185366
2019-08-11,null,null,null,null,null,null
2019-08-12,409.750000,410.000000,385.250000,385.250000,385.250000,248125
2019-08-13,379.000000,379.000000,365.500000,366.000000,366.000000,312969
2019-08-14,366.250000,370.500000,358.500000,359.000000,359.000000,185092
2019-08-15,360.250000,363.750000,358.250000,360.750000,360.750000,108781
2019-08-16,361.500000,371.250000,361.250000,371.000000,371.000000,104806
2019-08-18,null,null,null,null,null,null
2019-08-19,367.250000,368.250000,363.250000,365.000000,365.000000,78542
2019-08-20,366.500000,370.250000,359.250000,359.500000,359.500000,89474
2019-08-21,360.000000,364.000000,357.000000,362.500000,362.500000,125855
2019-08-22,363.000000,366.500000,359.000000,363.250000,363.250000,99247
2019-08-23,362.750000,363.000000,357.500000,359.750000,359.750000,169868
2019-08-25,null,null,null,null,null,null
2019-08-26,358.000000,362.000000,357.000000,358.500000,358.500000,122537
2019-08-27,359.000000,360.000000,356.750000,357.000000,357.000000,129886
2019-08-28,357.250000,365.500000,355.250000,362.750000,362.750000,172927
2019-08-29,363.000000,369.000000,357.500000,359.750000,359.750000,122794
2019-08-30,359.750000,364.500000,356.750000,358.000000,358.000000,11240
2019-09-01,null,null,null,null,null,null
2019-09-03,358.750000,359.000000,349.000000,349.750000,349.750000,5335
2019-09-04,350.500000,351.000000,344.500000,346.000000,346.000000,3851
2019-09-05,346.500000,349.500000,346.500000,346.500000,346.500000,1813
2019-09-06,347.500000,348.250000,341.500000,342.500000,342.500000,1357
2019-09-08,null,null,null,null,null,null
2019-09-09,343.250000,343.250000,340.000000,340.750000,340.750000,938
2019-09-10,344.000000,349.500000,344.000000,348.500000,348.500000,314
2019-09-11,349.750000,349.750000,344.750000,348.250000,348.250000,328
2019-09-12,349.750000,354.500000,349.500000,354.500000,354.500000,152
2019-09-13,358.500000,358.500000,355.500000,355.500000,355.500000,145836
2019-09-15,null,null,null,null,null,null
2019-09-16,372.000000,374.750000,367.500000,374.000000,374.000000,133444
2019-09-17,374.000000,374.250000,366.000000,368.000000,368.000000,154625
2019-09-18,367.750000,372.000000,365.750000,371.250000,371.250000,126832
2019-09-19,371.500000,373.750000,369.500000,372.750000,372.750000,117069
2019-09-20,372.750000,374.500000,369.500000,370.750000,370.750000,132998
2019-09-22,null,null,null,null,null,null
2019-09-23,371.250000,374.500000,371.000000,373.250000,373.250000,100443
2019-09-24,372.000000,376.000000,370.250000,374.750000,374.750000,144294
2019-09-25,375.250000,377.500000,372.250000,374.250000,374.250000,119189
2019-09-26,373.500000,375.750000,368.250000,372.500000,372.500000,175419
2019-09-27,371.250000,373.000000,369.750000,371.500000,371.500000,90796
2019-09-29,null,null,null,null,null,null
2019-09-30,372.000000,388.250000,371.500000,388.000000,388.000000,337247
2019-10-01,386.750000,392.750000,385.250000,392.500000,392.500000,227065
2019-10-02,390.500000,391.750000,385.500000,387.750000,387.750000,158921
2019-10-03,387.000000,390.750000,385.500000,388.750000,388.750000,125489
2019-10-04,388.000000,389.000000,383.750000,384.750000,384.750000,116336
2019-10-06,null,null,null,null,null,null
2019-10-07,387.500000,387.750000,385.000000,387.000000,387.000000,100421
2019-10-08,387.500000,396.500000,386.000000,395.750000,395.750000,200460
2019-10-09,395.500000,397.250000,393.000000,394.250000,394.250000,140853
2019-10-10,392.750000,395.000000,378.250000,380.250000,380.250000,297046
2019-10-11,380.750000,398.750000,380.500000,397.750000,397.750000,272436
2019-10-13,null,null,null,null,null,null
2019-10-14,401.250000,402.500000,393.250000,397.750000,397.750000,170713
2019-10-15,397.000000,398.500000,392.500000,393.250000,393.250000,143675
2019-10-16,392.000000,392.750000,387.500000,391.750000,391.750000,139675
2019-10-17,391.750000,397.250000,391.500000,394.750000,394.750000,141532
2019-10-18,394.000000,395.750000,389.750000,391.000000,391.000000,122010
2019-10-20,null,null,null,null,null,null
2019-10-21,390.000000,393.750000,386.500000,387.250000,387.250000,150187
2019-10-22,387.000000,392.500000,385.000000,388.000000,388.000000,136694
2019-10-23,387.750000,389.500000,384.000000,387.750000,387.750000,117561
2019-10-24,388.500000,390.750000,385.250000,386.750000,386.750000,130664
2019-10-25,387.000000,390.000000,385.750000,386.750000,386.750000,131677
2019-10-27,null,null,null,null,null,null
2019-10-28,386.000000,386.500000,383.250000,384.000000,384.000000,122790
2019-10-29,383.500000,387.500000,382.000000,386.250000,386.250000,153732
2019-10-30,385.750000,391.250000,385.250000,390.750000,390.750000,177034
2019-10-31,390.250000,391.000000,384.750000,390.000000,390.000000,176193
2019-11-01,389.250000,391.750000,386.250000,389.250000,389.250000,151943
2019-11-03,null,null,null,null,null,null
2019-11-04,386.750000,387.750000,383.000000,383.250000,383.250000,145373
2019-11-05,383.250000,384.750000,380.500000,381.750000,381.750000,157127
2019-11-06,382.250000,385.000000,377.500000,378.750000,378.750000,185339
2019-11-07,379.250000,380.000000,373.750000,375.250000,375.250000,219147
2019-11-08,375.250000,383.750000,372.500000,377.250000,377.250000,343769
2019-11-10,null,null,null,null,null,null
2019-11-11,376.000000,377.000000,372.500000,373.250000,373.250000,211215
2019-11-12,373.500000,378.000000,372.750000,377.750000,377.750000,220513
2019-11-13,377.000000,377.750000,375.000000,375.250000,375.250000,195982
2019-11-14,375.250000,377.500000,374.500000,375.750000,375.750000,144893
2019-11-15,375.500000,376.500000,370.750000,371.250000,371.250000,140175
2019-11-17,null,null,null,null,null,null
2019-11-18,371.000000,371.750000,367.500000,367.750000,367.750000,206268
2019-11-19,367.750000,373.000000,367.750000,370.000000,370.000000,202015
2019-11-20,369.750000,370.500000,365.750000,366.750000,366.750000,297024
2019-11-21,366.750000,369.750000,366.250000,368.500000,368.500000,158701
2019-11-22,368.000000,370.250000,367.500000,368.750000,368.750000,228112
2019-11-24,null,null,null,null,null,null
2019-11-25,368.750000,372.750000,368.250000,370.500000,370.500000,199301
2019-11-26,369.750000,370.500000,367.000000,367.500000,367.500000,207678
2019-11-27,367.250000,368.750000,362.250000,362.750000,362.750000,163967
2019-11-29,null,null,null,null,null,null
2019-12-01,null,null,null,null,null,null
2019-12-02,371.750000,375.500000,371.000000,373.500000,373.500000,6280
2019-12-03,373.750000,376.000000,371.500000,372.000000,372.000000,4939
2019-12-04,371.750000,373.500000,367.750000,368.750000,368.750000,2985
2019-12-05,368.500000,369.750000,365.250000,365.500000,365.500000,3029
2019-12-06,364.750000,368.750000,364.750000,366.500000,366.500000,960
2019-12-08,null,null,null,null,null,null
2019-12-09,366.500000,368.000000,365.000000,365.750000,365.750000,639
2019-12-10,365.750000,367.000000,362.500000,363.250000,363.250000,888
2019-12-11,363.000000,363.000000,357.000000,357.750000,357.750000,259
2019-12-12,358.250000,368.750000,358.250000,367.000000,367.000000,664
2019-12-13,373.750000,374.500000,366.250000,366.250000,366.250000,230831
2019-12-15,null,null,null,null,null,null
2019-12-16,383.500000,389.500000,383.250000,388.000000,388.000000,180896
2019-12-17,387.500000,390.500000,386.250000,390.000000,390.000000,118236
2019-12-18,389.250000,390.000000,385.750000,387.000000,387.000000,125534
2019-12-19,387.000000,389.000000,385.000000,386.500000,386.500000,99129
2019-12-20,386.500000,389.500000,386.000000,387.750000,387.750000,85326
2019-12-22,null,null,null,null,null,null
2019-12-23,388.000000,390.250000,387.250000,388.750000,388.750000,82257
2019-12-24,null,null,null,null,null,null
2019-12-26,388.000000,389.000000,386.500000,388.500000,388.500000,49930
2019-12-27,388.000000,391.000000,388.000000,390.000000,390.000000,85213
2019-12-29,null,null,null,null,null,null
2019-12-30,389.250000,392.000000,386.750000,388.250000,388.250000,123528
2019-12-31,388.250000,389.750000,386.250000,387.750000,387.750000,85103
2020-01-02,387.750000,392.000000,387.250000,391.500000,391.500000,103987
2020-01-03,391.500000,392.000000,385.500000,386.500000,386.500000,125931
2020-01-05,null,null,null,null,null,null
2020-01-06,386.250000,387.750000,382.750000,384.750000,384.750000,112130
2020-01-07,385.000000,385.750000,383.500000,384.500000,384.500000,93541
2020-01-08,384.000000,385.500000,382.250000,384.250000,384.250000,135523
2020-01-09,383.750000,387.000000,382.250000,383.250000,383.250000,130937
2020-01-10,383.250000,386.750000,376.500000,385.750000,385.750000,226659
2020-01-12,null,null,null,null,null,null
2020-01-13,386.500000,389.500000,385.500000,389.500000,389.500000,139994
2020-01-14,389.250000,390.500000,388.250000,389.000000,389.000000,115957
2020-01-15,388.750000,390.250000,386.500000,387.500000,387.500000,141478
2020-01-16,387.250000,387.750000,375.250000,375.500000,375.500000,230557
2020-01-17,377.000000,389.500000,376.750000,389.250000,389.250000,293121
2020-01-19,null,null,null,null,null,null
2020-01-21,389.000000,389.250000,384.250000,387.500000,387.500000,182958
2020-01-22,387.500000,391.000000,386.750000,388.750000,388.750000,155603
2020-01-23,388.500000,394.000000,387.500000,393.750000,393.750000,256298
2020-01-24,393.250000,393.250000,386.500000,387.250000,387.250000,196121
2020-01-26,null,null,null,null,null,null
2020-01-27,384.250000,384.750000,377.250000,380.500000,380.500000,264471
2020-01-28,382.500000,387.000000,378.500000,386.500000,386.500000,243266
2020-01-29,385.500000,388.250000,382.750000,384.250000,384.250000,136811
2020-01-30,384.500000,385.000000,378.500000,379.500000,379.500000,160206
2020-01-31,381.500000,382.750000,378.750000,381.250000,381.250000,151805
2020-02-02,null,null,null,null,null,null
2020-02-03,380.500000,382.000000,376.500000,378.750000,378.750000,216443
2020-02-04,378.250000,383.500000,378.250000,382.250000,382.250000,176002
2020-02-05,381.500000,383.250000,379.500000,380.750000,380.750000,122103
2020-02-06,380.250000,381.750000,376.000000,379.250000,379.250000,191891
2020-02-07,380.250000,385.000000,380.000000,383.500000,383.500000,256721
2020-02-09,null,null,null,null,null,null
2020-02-10,383.250000,383.500000,379.000000,381.750000,381.750000,219017
2020-02-11,381.000000,382.000000,378.000000,379.750000,379.750000,200407
2020-02-12,379.750000,383.750000,378.250000,383.000000,383.000000,241461
2020-02-13,382.250000,382.750000,379.000000,379.500000,379.500000,202459
2020-02-14,379.500000,381.500000,376.250000,377.750000,377.750000,216864
2020-02-16,null,null,null,null,null,null
2020-02-18,378.500000,383.250000,378.000000,383.000000,383.000000,215110
2020-02-19,382.250000,382.750000,378.500000,380.500000,380.500000,172265
2020-02-20,380.750000,381.250000,378.000000,378.500000,378.500000,173142
2020-02-21,378.250000,380.500000,376.250000,377.000000,377.000000,169068
2020-02-23,null,null,null,null,null,null
2020-02-24,376.250000,376.250000,370.000000,372.250000,372.250000,170528
2020-02-25,373.000000,374.750000,371.250000,372.500000,372.500000,119868
2020-02-26,372.000000,374.000000,368.250000,370.500000,370.500000,268795
2020-02-27,369.750000,370.000000,361.750000,364.500000,364.500000,156142
2020-02-28,364.500000,367.250000,362.750000,366.500000,366.500000,18809
2020-03-01,null,null,null,null,null,null
2020-03-02,366.500000,375.750000,366.000000,374.750000,374.750000,6092
2020-03-03,375.750000,383.750000,375.750000,381.750000,381.750000,3194
2020-03-04,382.000000,388.500000,380.000000,387.000000,387.000000,3275
2020-03-05,387.500000,387.500000,382.000000,384.500000,384.500000,1830
2020-03-06,383.750000,385.500000,377.000000,377.250000,377.250000,1277
2020-03-08,null,null,null,null,null,null
2020-03-09,372.000000,377.500000,368.500000,374.250000,374.250000,921
2020-03-10,379.000000,381.500000,377.500000,380.000000,380.000000,605
2020-03-11,380.250000,380.500000,377.000000,379.250000,379.250000,942
2020-03-12,377.500000,377.500000,367.000000,369.750000,369.750000,342
2020-03-13,370.000000,375.500000,370.000000,370.750000,370.750000,191029
2020-03-15,null,null,null,null,null,null
2020-03-16,362.500000,367.750000,354.000000,354.750000,354.750000,188791
2020-03-17,355.250000,356.750000,342.750000,344.000000,344.000000,219215
2020-03-18,344.000000,345.250000,332.000000,335.250000,335.250000,255105
2020-03-19,336.500000,354.750000,336.500000,345.500000,345.500000,223252
2020-03-20,346.500000,356.750000,342.250000,343.750000,343.750000,189068
2020-03-22,null,null,null,null,null,null
2020-03-23,340.250000,345.500000,338.250000,343.500000,343.500000,114729
2020-03-24,343.500000,350.500000,338.000000,347.250000,347.250000,126658
2020-03-25,347.500000,352.750000,345.750000,348.500000,348.500000,118826
2020-03-26,348.250000,349.250000,343.750000,348.750000,348.750000,113530
2020-03-27,348.500000,350.000000,342.500000,346.000000,346.000000,114028
2020-03-29,null,null,null,null,null,null
2020-03-30,343.000000,346.750000,340.000000,341.250000,341.250000,108485
2020-03-31,341.750000,344.750000,333.500000,340.750000,340.750000,208191
2020-04-01,341.250000,342.750000,333.500000,334.750000,334.750000,151929
2020-04-02,335.000000,343.250000,333.000000,333.500000,333.500000,151692
2020-04-03,334.500000,338.500000,328.000000,330.750000,330.750000,158652
2020-04-05,null,null,null,null,null,null
2020-04-06,329.750000,331.750000,325.500000,327.750000,327.750000,111044
2020-04-07,328.000000,335.500000,328.000000,331.500000,331.500000,157368
2020-04-08,332.000000,334.000000,328.250000,330.000000,330.000000,151312
2020-04-09,330.750000,333.500000,328.000000,331.750000,331.750000,169665
2020-04-12,null,null,null,null,null,null
2020-04-13,332.250000,334.000000,326.500000,331.500000,331.500000,147086
2020-04-14,331.250000,332.000000,325.750000,326.000000,326.000000,191905
2020-04-15,326.000000,326.750000,317.500000,319.250000,319.250000,161437
2020-04-16,318.750000,323.000000,317.750000,319.750000,319.750000,136583
2020-04-17,319.750000,325.500000,319.500000,322.250000,322.250000,99361
2020-04-19,null,null,null,null,null,null
2020-04-20,322.500000,323.250000,313.500000,314.250000,314.250000,150677
2020-04-21,314.250000,316.250000,301.000000,309.250000,309.250000,197926
2020-04-22,310.000000,320.250000,308.250000,317.500000,317.500000,146968
2020-04-23,317.000000,323.500000,315.000000,319.250000,319.250000,136849
2020-04-24,319.250000,320.750000,312.000000,315.750000,315.750000,113476
2020-04-26,null,null,null,null,null,null
2020-04-27,315.000000,315.750000,304.250000,305.500000,305.500000,108694
2020-04-28,305.000000,308.500000,301.250000,302.750000,302.750000,138104
2020-04-29,302.750000,308.750000,300.250000,304.500000,304.500000,121804
2020-04-30,305.250000,313.000000,303.500000,311.500000,311.500000,11086
2020-05-01,311.000000,311.500000,308.000000,311.500000,311.500000,3512
2020-05-03,null,null,null,null,null,null
2020-05-04,309.500000,310.750000,305.500000,310.750000,310.750000,2622
2020-05-05,310.500000,314.750000,310.500000,313.000000,313.000000,867
2020-05-06,315.000000,315.000000,311.000000,311.750000,311.750000,522
2020-05-07,313.500000,318.000000,313.250000,316.000000,316.000000,1076
2020-05-08,317.750000,321.750000,317.500000,319.000000,319.000000,1065
2020-05-10,null,null,null,null,null,null
2020-05-11,320.000000,322.250000,318.000000,318.500000,318.500000,333
2020-05-12,318.750000,324.500000,312.750000,323.750000,323.750000,274
2020-05-13,323.500000,323.500000,320.000000,320.250000,320.250000,91
2020-05-14,320.250000,320.250000,320.250000,320.250000,320.250000,107147
2020-05-15,317.750000,320.500000,316.750000,319.250000,319.250000,101614
2020-05-17,null,null,null,null,null,null
2020-05-18,320.000000,322.000000,318.000000,320.750000,320.750000,99372
2020-05-19,320.750000,325.500000,320.500000,321.250000,321.250000,126375
2020-05-20,321.250000,321.500000,317.250000,319.500000,319.500000,154473
2020-05-21,319.000000,320.250000,316.250000,317.750000,317.750000,115119
2020-05-22,317.750000,319.000000,316.000000,318.000000,318.000000,97188
2020-05-24,null,null,null,null,null,null
2020-05-26,316.750000,323.000000,316.500000,319.000000,319.000000,145175
2020-05-27,320.000000,321.750000,319.250000,320.500000,320.500000,78423
2020-05-28,320.250000,330.750000,319.500000,327.500000,327.500000,246973
2020-05-29,327.500000,329.500000,323.250000,325.750000,325.750000,192310
2020-05-31,null,null,null,null,null,null
2020-06-01,325.500000,327.750000,319.250000,323.250000,323.250000,151319
2020-06-02,323.500000,325.250000,322.000000,324.250000,324.250000,130469
2020-06-03,324.250000,324.500000,321.250000,324.000000,324.000000,128010
2020-06-04,324.250000,329.500000,324.000000,329.000000,329.000000,155612
2020-06-05,328.750000,332.500000,328.250000,331.250000,331.250000,215912
2020-06-07,null,null,null,null,null,null
2020-06-08,333.500000,334.750000,331.000000,333.750000,333.750000,206335
2020-06-09,332.250000,334.000000,326.750000,327.500000,327.500000,253631
2020-06-10,327.250000,328.000000,324.250000,326.250000,326.250000,243286
2020-06-11,326.000000,331.000000,325.250000,329.750000,329.750000,272975
2020-06-12,329.500000,333.000000,328.250000,330.000000,330.000000,236621
2020-06-14,null,null,null,null,null,null
2020-06-15,329.250000,330.000000,325.500000,329.250000,329.250000,170741
2020-06-16,331.750000,334.500000,328.000000,329.000000,329.000000,229095
2020-06-17,328.000000,331.250000,325.000000,330.250000,330.250000,225643
2020-06-18,329.750000,333.750000,328.750000,331.000000,331.000000,201444
2020-06-19,329.750000,333.750000,327.500000,332.500000,332.500000,170567
2020-06-21,null,null,null,null,null,null
2020-06-22,332.000000,332.250000,328.000000,328.250000,328.250000,134480
2020-06-23,327.500000,327.500000,321.250000,325.000000,325.000000,185863
2020-06-24,324.500000,329.000000,323.750000,324.250000,324.250000,180307
2020-06-25,323.500000,324.250000,315.000000,317.250000,317.250000,194687
2020-06-26,317.000000,319.750000,313.500000,317.000000,317.000000,216581
2020-06-28,null,null,null,null,null,null
2020-06-29,316.750000,326.500000,316.000000,326.250000,326.250000,150216
2020-06-30,325.250000,342.000000,323.750000,338.500000,338.500000,21411
2020-07-01,338.500000,351.250000,337.500000,348.250000,348.250000,4582
2020-07-02,347.500000,350.250000,342.250000,342.500000,342.500000,2491
2020-07-05,null,null,null,null,null,null
2020-07-06,348.250000,349.000000,345.250000,346.500000,346.500000,2094
2020-07-07,347.500000,347.500000,341.750000,345.000000,345.000000,1273
2020-07-08,343.500000,348.500000,341.000000,348.250000,348.250000,352
2020-07-09,349.000000,356.500000,348.250000,351.250000,351.250000,495
2020-07-10,350.250000,352.000000,340.000000,340.500000,340.500000,806
2020-07-12,null,null,null,null,null,null
2020-07-13,337.250000,337.250000,332.000000,334.000000,334.000000,437
2020-07-14,334.000000,336.500000,324.500000,334.750000,334.750000,112416
2020-07-15,326.000000,328.750000,322.750000,326.250000,326.250000,101702
2020-07-16,326.000000,333.250000,326.000000,330.250000,330.250000,109531
2020-07-17,330.250000,334.750000,330.250000,333.000000,333.000000,83693
2020-07-19,null,null,null,null,null,null
2020-07-20,333.000000,333.500000,326.000000,328.250000,328.250000,105214
2020-07-21,327.750000,327.750000,322.000000,322.750000,322.750000,132248
2020-07-22,323.000000,328.000000,322.250000,327.500000,327.500000,122910
2020-07-23,327.250000,329.500000,325.000000,328.000000,328.000000,92652
2020-07-24,328.000000,329.750000,325.500000,326.250000,326.250000,144237
2020-07-26,null,null,null,null,null,null
2020-07-27,325.250000,327.500000,323.250000,325.000000,325.000000,96017
2020-07-28,323.000000,323.500000,320.000000,320.000000,320.000000,110739
2020-07-29,320.000000,321.500000,315.250000,315.500000,315.500000,136660
2020-07-30,315.500000,319.250000,315.250000,315.750000,315.750000,120454